Potential (V),Current (A)
0.96060425,-0.014795514
0.957537174,-0.014108492
0.954470158,-0.013347859
0.950176239,-0.012747942
0.947109163,-0.011810647
0.944042087,-0.010860471
0.94097507,-0.009864289
0.937294602,-0.00883621
0.934227526,-0.007768872
0.930853724,-0.006757354
0.927786708,-0.005758105
0.923799515,-0.004784006
0.921652555,-0.003832602
0.918278754,-0.002881199
0.914905012,-0.001961694
0.91153127,-0.001069792
0.908770859,-0.000211934
0.905090392,0.000581883
0.902023375,0.001339632
0.898956299,0.002010031
0.895582497,0.002730913
0.892515421,0.003390332
0.889448404,0.004023987
0.886688054,0.004636786
0.883007526,0.005247132
0.880247176,0.005786935
0.876566708,0.006308336
0.873499632,0.006796612
0.87012589,0.007237656
0.867058814,0.00765171
0.863991737,0.008059015
0.861231387,0.008459575
0.857857645,0.008879148
0.854483843,0.009170519
0.851723492,0.009598068
0.84834975,0.009917043
0.845589399,0.010211481
0.842215598,0.010497944
0.839148521,0.010756805
0.835774779,0.011019345
0.833014429,0.011266551
0.829640627,0.01149842
0.82657361,0.011716182
0.823506534,0.011924129
0.820132732,0.01211306
0.81675899,0.012297697
0.81399864,0.0124762
0.810624838,0.012634461
0.807557821,0.01280867
0.804797411,0.012958956
0.801730394,0.013113536
0.798356593,0.013263209
0.795596242,0.013398773
0.793142617,0.013538632
0.787928581,0.013669902
0.786088347,0.013798105
0.782714605,0.01391772
0.779954195,0.014041016
0.776887178,0.01414959
0.773513377,0.014272273
0.770446301,0.014386981
0.767072558,0.014499849
0.764618933,0.014596155
0.760938406,0.014690007
0.757564664,0.014779565
0.754804313,0.014870964
0.752043962,0.014958068
0.748976886,0.0150464
0.745296419,0.015137798
0.742536068,0.015223063
0.739468992,0.015304646
0.736401916,0.015380096
0.733028173,0.015442051
0.729961097,0.015506459
0.726894021,0.01556596
0.72413367,0.015627302
0.721066594,0.015683735
0.717692852,0.015737716
0.714625776,0.015791083
0.711251974,0.01584813
0.707878232,0.015900271
0.704811156,0.015947502
0.701130688,0.015972653
0.698983729,0.016012525
0.695609987,0.016057303
0.692849636,0.016092882
0.689475834,0.016132141
0.686715484,0.016177533
0.683648407,0.016211269
0.680274665,0.01623274
0.676900864,0.016254822
0.673833847,0.016275678
0.671073496,0.01621495
0.668313086,0.016256049
0.665246069,0.016279973
0.661565602,0.016300214
0.658498526,0.016328432
0.655124724,0.016352968
0.652364373,0.016372599
0.648990631,0.016381186
0.645923555,0.016377505
0.643163204,0.016382413
0.639482737,0.016382413
0.637029052,0.016391
0.63365531,0.016389774
0.630588233,0.016388547
0.627521157,0.016395295
0.624760807,0.016393455
0.621387064,0.016395908
0.618319988,0.016370758
0.615252912,0.016374439
0.61187917,0.016360329
0.609118819,0.016360329
0.605745018,0.016344994
0.602984667,0.016336406
0.599917591,0.016319845
0.596543849,0.016316777
0.593170047,0.016310643
0.590716422,0.016282426
0.587649345,0.016267704
0.583968878,0.016239487
0.581515193,0.016220471
0.577221334,0.016194709
0.5753811,0.016174465
0.572620749,0.016158517
0.569246948,0.016126007
0.565259814,0.016102083
0.562499404,0.016070798
0.559739053,0.016049329
0.556365311,0.016018046
0.55360496,0.015989829
0.549924493,0.015953638
0.547164083,0.015931554
0.544097066,0.015898431
0.541336715,0.015871439
0.537349522,0.015831567
0.534895837,0.015789855
0.531522095,0.015762253
0.528455019,0.015722381
0.524774551,0.01568987
0.522934318,0.015650611
0.51925385,0.015615033
0.516800165,0.015575161
0.513119698,0.01553897
0.510052621,0.015494804
0.506985605,0.015448185
0.503611803,0.015396658
0.500851452,0.015350652
0.49747768,0.015300352
0.49471733,0.015251893
0.491036862,0.015213248
0.488583207,0.015165402
0.485209435,0.015121849
0.482449085,0.01507339
0.478768587,0.015018183
0.475701541,0.01497095
0.472634465,0.014910222
0.469874114,0.014856242
0.466500342,0.014804102
0.463739991,0.014771591
0.459752798,0.014724358
0.457605869,0.014675898
0.454232097,0.014622532
0.45116502,0.014568551
0.448097974,0.01450537
0.444724202,0.014442188
0.441657126,0.014387595
0.43859008,0.014323186
0.435523003,0.014274113
0.432762653,0.014205411
0.429082155,0.014165539
0.426935226,0.01412444
0.423254758,0.014063712
0.420187682,0.01399317
0.41681391,0.013924467
0.414360255,0.013899932
0.410679787,0.013853925
0.407612711,0.013798718
0.404545665,0.013724496
0.401478589,0.013679716
0.398104817,0.013606107
0.395651191,0.013535564
0.391970694,0.013454594
0.389210343,0.013393866
0.386143297,0.013320256
0.383076221,0.013248487
0.379702449,0.013174878
0.376635373,0.013120897
0.373568326,0.013050968
0.37050125,0.012979812
0.368047595,0.012911724
0.364673853,0.012829526
0.361300081,0.012766344
0.358233005,0.01267372
0.354859233,0.012584775
0.352098882,0.012500124
0.349338531,0.012416086
0.346271455,0.012347383
0.343204409,0.012274387
0.339523911,0.012198324
0.336763561,0.01210754
0.333083093,0.012011234
0.330936134,0.011905113
0.327869087,0.011814328
0.32418859,0.011733358
0.321121544,0.01164932
0.318361193,0.011581232
0.314987421,0.011502101
0.311920345,0.011427878
0.308546573,0.011343228
0.306092918,0.011248148
0.30241245,0.011156136
0.299345374,0.011072712
0.295358211,0.010985607
0.293517977,0.010911385
0.290757596,0.010852497
0.286770433,0.010779501
0.284316778,0.010704052
0.281249702,0.010615107
0.27787593,0.010521255
0.275115579,0.010425562
0.271435112,0.010343364
0.268674761,0.010264235
0.265607685,0.010187558
0.262540638,0.010126216
0.260393679,0.010058127
0.257019907,0.009988199
0.25333944,0.009905388
0.249965668,0.00981399
0.247205317,0.009710936
0.243831545,0.009626285
0.24107118,0.009548996
0.237697408,0.009474772
0.234630346,0.009409751
0.231256574,0.009341048
0.228496224,0.009264371
0.225429162,0.009180334
0.22205539,0.009094456
0.21929504,0.009003058
0.215921268,0.008913499
0.212547496,0.008828849
0.210093841,0.008748491
0.206720069,0.008680403
0.203653008,0.008600046
0.200892657,0.008520302
0.197825596,0.008427063
0.193531707,0.008333211
0.191384763,0.008241813
0.188317686,0.008148574
0.184943929,0.008062696
0.182796985,0.007970684
0.178809792,0.007875605
0.17574273,0.007789728
0.17298238,0.00770201
0.170222014,0.007605704
0.166541547,0.007498357
0.163167775,0.007373834
0.160407409,0.007237656
0.157647058,0.007092278
0.154273286,0.006770236
0.150899515,0.006272758
0.148139164,0.002627247
0.145992219,9.20E-06
0.142618448,-0.000200997
0.140164793,-0.001408518
0.136791021,-0.001575857
0.133723959,-0.001562792
0.130350187,-0.00145937
0.12697643,-0.001322088
0.123909362,-0.001187015
0.1208423,-0.001067829
0.117468528,-0.000986184
0.11470817,-0.000929136
0.111334398,-0.000899692
0.108574048,-0.000904784
0.10581369,-0.000932755
0.102133214,-0.000974406
0.099372856,-0.001036974
0.096305788,-0.001110829
0.093238726,-0.001200326
0.089864954,-0.001302336
0.086797893,-0.001408702
0.084037535,-0.001523717
0.080970474,-0.001640265
0.078210115,-0.001767181
0.074836344,-0.001895139
0.071462579,-0.002029783
0.068702221,-0.002166574
0.06563516,-0.002302751
0.062261388,-0.002438929
0.05950103,-0.002580627
0.055820554,-0.002722939
0.052753489,-0.002862184
0.049993135,-0.003005722
0.04692607,-0.003154781
0.043859005,-0.003293413
0.041098651,-0.003441859
0.037724879,-0.003587237
0.034657817,-0.003732003
0.031590752,-0.003877995
0.028216984,-0.004028281
0.025456626,-0.004173046
0.021776151,-0.004327013
0.0193225,-0.004471778
0.01594873,-0.004623292
0.013188372,-0.004774191
0.009814603,-0.004922637
0.007054246,-0.00507599
0.003680476,-0.005226276
0.000613413,-0.005382083
-0.002453651,-0.005529915
-0.00582742,-0.005684495
-0.007667658,-0.005836622
-0.011348135,-0.005988135
-0.015028611,-0.006140261
-0.018095674,-0.006294228
-0.021162737,-0.006448194
-0.0242298,-0.00660032
-0.026990158,-0.006752447
-0.030363929,-0.00690396
-0.03343099,-0.00705854
-0.036191348,-0.007203918
-0.039565116,-0.007354205
-0.042632181,-0.007505104
-0.045392539,-0.00765539
-0.048766308,-0.007805063
-0.051526666,-0.00795903
-0.055207141,-0.008111769
-0.058274206,-0.008264509
-0.060727857,-0.008415408
-0.064101622,-0.008566308
-0.06716869,-0.008714754
-0.070235752,-0.008871174
-0.073609523,-0.009022688
-0.076063171,-0.009180947
-0.079743646,-0.009338595
-0.082810715,-0.009490721
-0.085877776,-0.009642234
-0.088331424,-0.009791293
-0.092011899,-0.00994158
-0.094772257,-0.010093706
-0.098452732,-0.010245219
-0.10121309,-0.010389371
-0.103973448,-0.010541497
-0.10704051,-0.010691783
-0.110414281,-0.010836548
-0.11317464,-0.010980087
-0.116241701,-0.011118718
-0.119922176,-0.011264097
-0.122682534,-0.011407635
-0.125442892,-0.011550561
-0.129123375,-0.011695326
-0.131270319,-0.011830277
-0.135257497,-0.011971362
-0.138017848,-0.012106312
-0.14139162,-0.012245557
-0.144151986,-0.012384188
-0.147219047,-0.012516072
-0.150899515,-0.012648569
-0.15365988,-0.012780453
-0.156420231,-0.012914791
-0.159487292,-0.013046061
-0.163167775,-0.013177944
-0.165928125,-0.013307375
-0.169301897,-0.013438032
-0.172368959,-0.013563168
-0.174822614,-0.013691371
-0.178503096,-0.013815894
-0.181570157,-0.013937963
-0.184637219,-0.01407046
-0.18770428,-0.014192529
-0.190464631,-0.01432196
-0.193838403,-0.014444642
-0.196905464,-0.014572232
-0.19966583,-0.01469062
-0.203039601,-0.014815143
-0.206106663,-0.014934145
-0.209173724,-0.015054988
-0.212547496,-0.015178896
-0.215307847,-0.015296672
-0.218681619,-0.015426102
-0.221441984,-0.015542651
-0.224202335,-0.015661653
-0.227269396,-0.015778201
-0.230643168,-0.01589107
-0.233710229,-0.016005164
-0.236777291,-0.016124167
-0.240151063,-0.016244395
-0.242911428,-0.016352968
-0.246285185,-0.016475651
-0.249352261,-0.016581159
-0.252419323,-0.016694639
-0.255486369,-0.01680444
-0.258553445,-0.016916694
-0.261927217,-0.017026495
-0.264687568,-0.017136911
-0.26806134,-0.017240576
-0.270821691,-0.017344857
-0.273888767,-0.017450977
-0.276955813,-0.017549736
-0.280636311,-0.017658925
-0.283089966,-0.017761977
-0.286157012,-0.017862577
-0.289224088,-0.017961951
-0.29259786,-0.01805703
-0.295358211,-0.018153334
-0.29750514,-0.01819382
-0.300878912,-0.018291967
-0.303639263,-0.018390112
-0.306706339,-0.018482124
-0.310080111,-0.018574135
-0.313453883,-0.018666148
-0.316214234,-0.018758159
-0.318974584,-0.018831769
-0.322655082,-0.018929916
-0.325722128,-0.019003525
-0.328482479,-0.01910167
-0.331242859,-0.019169146
-0.334616631,-0.019261159
-0.337683678,-0.019334767
-0.34105745,-0.01942678
-0.343511105,-0.019494254
-0.346884876,-0.019573998
-0.349951923,-0.019653743
-0.353325695,-0.019727351
-0.356086075,-0.019807095
-0.358846426,-0.019880705
-0.362220198,-0.019954314
-0.36559397,-0.020015655
-0.368661016,-0.020089265
-0.372034788,-0.020156741
-0.374795139,-0.020224215
-0.377862215,-0.020297825
-0.380929261,-0.020365302
-0.383996338,-0.020438911
-0.38737011,-0.020512519
-0.390437186,-0.020567726
-0.393504232,-0.020635203
-0.396264583,-0.020696543
-0.399638355,-0.020757886
-0.403012127,-0.020831496
-0.405465782,-0.020892836
-0.408839554,-0.020954177
-0.411599904,-0.021021653
-0.414666981,-0.02107686
-0.417734027,-0.021132067
-0.421107799,-0.021205677
-0.42386815,-0.021260884
-0.427241921,-0.021322224
-0.430308998,-0.021377431
-0.43368277,-0.021438774
-0.436749816,-0.021493981
-0.439816892,-0.021561455
-0.443190664,-0.021616662
-0.445644319,-0.021665735
-0.448711365,-0.021733211
-0.452391863,-0.021782285
-0.454538792,-0.021837492
-0.458525985,-0.021898832
-0.461593032,-0.021941772
-0.464660108,-0.022009246
-0.467727154,-0.022058319
-0.470487535,-0.022113526
-0.473554581,-0.022174869
-0.476621658,-0.022211673
-0.480915546,-0.022273015
-0.48275578,-0.022328222
-0.486129552,-0.022365026
-0.489503324,-0.022420233
-0.49257037,-0.022469306
-0.495330751,-0.022512246
-0.498397797,-0.022573587
-0.501771569,-0.022616526
-0.50453192,-0.022671733
-0.507598996,-0.022720806
-0.510666072,-0.022763744
-0.513426423,-0.02280055
-0.517106891,-0.022843488
-0.520173967,-0.022892561
-0.523241043,-0.022941634
-0.52630806,-0.022996841
-0.529988527,-0.023039781
-0.532135487,-0.023076585
-0.535202563,-0.023119524
-0.538269639,-0.023168597
-0.541336715,-0.023217671
-0.544710457,-0.023254475
-0.547470808,-0.023309682
-0.551151276,-0.023340352
-0.553911626,-0.023389425
-0.557285428,-0.023426231
-0.560352504,-0.023456901
-0.563112855,-0.023512108
-0.566486597,-0.023561182
-0.569246948,-0.023604119
-0.572314024,-0.023640925
-0.575994492,-0.023696132
-0.578754842,-0.023726802
-0.581515193,-0.023769742
-0.584888995,-0.023806546
-0.587956071,-0.023849485
-0.591329813,-0.023898559
-0.594703615,-0.023935363
-0.59715724,-0.023978302
-0.600531042,-0.024027376
-0.603904784,-0.02406418
-0.606665134,-0.024119386
-0.610038936,-0.024150057
-0.612799287,-0.02419913
-0.615559638,-0.02424207
-0.61893338,-0.024291143
-0.622307181,-0.024334081
-0.625680923,-0.024383154
-0.628441274,-0.02441996
-0.63150835,-0.024456764
-0.634268701,-0.024505837
-0.637335777,-0.02455491
-0.641016245,-0.024597848
-0.644083321,-0.024653055
-0.646843672,-0.024695994
-0.650217414,-0.024745068
-0.652977824,-0.024788007
-0.656044841,-0.024830945
-0.659111917,-0.024867751
-0.662178993,-0.024922958
-0.665859461,-0.024972031
-0.668619812,-0.025033372
-0.671993613,-0.025100848
-0.674447238,-0.025143785
-0.677514315,-0.025192859
-0.681194782,-0.025248066
-0.683955133,-0.025303273
-0.686715484,-0.025352346
-0.690089285,-0.025401419
-0.693156302,-0.02546276
-0.696223378,-0.025511833
-0.699290454,-0.025560906
-0.702357531,-0.025616113
-0.705424607,-0.02567132
-0.708798349,-0.02571426
-0.7115587,-0.025787869
-0.714932501,-0.025836943
-0.717999518,-0.02589215
-0.721066594,-0.025935087
-0.72413367,-0.025990296
-0.727200747,-0.026045503
-0.730267823,-0.026106844
-0.733334839,-0.026168184
-0.736708641,-0.026223391
-0.739775717,-0.0262786
-0.742842734,-0.026327671
-0.745296419,-0.026395148
-0.748363495,-0.026450355
-0.751737237,-0.026511695
-0.755111039,-0.026554635
-0.757871389,-0.026609842
-0.761245131,-0.026671184
-0.764005482,-0.026726391
-0.767379284,-0.026787732
-0.770446301,-0.026842939
-0.773513377,-0.026898146
-0.776580453,-0.026965622
-0.779954195,-0.027026962
-0.783021271,-0.027088303
-0.786088347,-0.027143512
-0.789155424,-0.027204853
-0.791609049,-0.027266193
-0.794982851,-0.027327536
-0.798049927,-0.027382743
-0.801730394,-0.027444083
-0.804490745,-0.02749929
-0.807251096,-0.027560631
-0.810011446,-0.027628107
-0.813691914,-0.02767718
-0.81675899,-0.027744656
-0.819826066,-0.027812131
-0.822893083,-0.027885741
-0.825960159,-0.027934814
-0.829027236,-0.028002288
-0.832094312,-0.028057495
-0.835161388,-0.028118838
-0.83853513,-0.028180178
-0.841602206,-0.028247654
-0.844975948,-0.028296728
-0.847429633,-0.028364202
-0.851110101,-0.028431678
-0.853870451,-0.028486885
-0.857244194,-0.028560495
-0.860004604,-0.028615702
-0.86307162,-0.028677043
-0.865831971,-0.028744519
-0.869205773,-0.028805859
-0.872579515,-0.028873336
-0.875953317,-0.028934676
-0.878406942,-0.029008286
-0.881167293,-0.029069627
-0.88484782,-0.029124834
-0.887914836,-0.029198444
-0.890981913,-0.029247517
-0.893742263,-0.029321127
-0.897116065,-0.029376334
-0.899876416,-0.029431541
-0.902943492,-0.029499017
-0.906010509,-0.029554224
-0.909690976,-0.029627832
-0.912758052,-0.02968304
-0.915518403,-0.029762784
-0.918892205,-0.029817991
-0.921652555,-0.029879332
-0.924412906,-0.029934539
-0.928400099,-0.030008148
-0.93116045,-0.030069489
-0.934227526,-0.030118562
-0.937294602,-0.03020444
-0.940668344,-0.030265782
-0.943735421,-0.030333256
-0.94588238,-0.030394599
-0.949562848,-0.030455939
-0.952629864,-0.030529549
-0.956310391,-0.03059089
-0.958764017,-0.030652232
-0.962137818,-0.030719707
-0.965204835,-0.030781047
-0.968578637,-0.030848524
-0.971338987,-0.030916
-0.974712729,-0.030971207
-0.977166414,-0.031014144
-0.98023349,-0.031075487
-0.983607233,-0.031130694
-0.986367583,-0.031222705
-0.990354776,-0.031290181
-0.992808402,-0.03134539
-0.996182203,-0.03140673
-0.998635828,-0.031492606
-1.002316356,-0.031541679
-1.005076647,-0.031615291
-1.008757114,-0.031682763
-1.011517525,-0.031744108
-1.014891267,-0.031805448
-1.017651677,-0.031879056
-1.020718694,-0.031940397
-1.024092436,-0.032007873
-1.027159572,-0.032081485
-1.029919863,-0.03213669
-1.033293605,-0.032198031
-1.036054015,-0.032271642
-1.039121032,-0.032339115
-1.042188168,-0.032400459
-1.045255184,-0.032474067
-1.048628926,-0.032541543
-1.051389337,-0.032602884
-1.054763079,-0.032578349
-1.058136821,-0.032719433
-1.061203957,-0.032799177
-1.063964248,-0.032866653
-1.067031384,-0.032940261
-1.070405126,-0.032897323
-1.073472142,-0.033020005
-1.076539278,-0.033044539
-1.079606295,-0.033204027
-1.08267343,-0.033302173
-1.086047173,-0.033320576
-1.088807464,-0.033412587
-1.091874599,-0.033480063
-1.094941616,-0.033602748
-1.098008752,-0.033664089
-1.101382494,-0.033743832
-1.104449511,-0.033811308
-1.107209921,-0.033891052
-1.110276937,-0.03396466
-1.11365068,-0.034044404
-1.117024541,-0.034105744
-1.119478106,-0.034179356
-1.122545242,-0.0342591
-1.125918984,-0.034326572
-1.128986001,-0.034400184
-1.132053137,-0.034406316
-1.134813428,-0.03443699
-1.137573838,-0.034492195
-1.14094758,-0.034547403
-1.144321322,-0.034749828
-1.147695184,-0.034811169
-1.150455475,-0.03490318
-1.153522491,-0.035013597
-1.156589627,-0.035136279
-1.159656644,-0.035216022
-1.16272378,-0.035295766
-1.165790796,-0.035363242
-1.169164538,-0.035455253
-1.172231674,-0.035528861
-1.175298691,-0.035602473
-1.178059101,-0.035669949
-1.181432843,-0.035749692
-1.18449986,-0.035817165
-1.187566996,-0.035903044
-1.190327287,-0.035982788
-1.194007754,-0.03608707
-1.196768165,-0.036179081
-1.199528456,-0.036258824
-1.203208923,-0.036350835
-1.205969334,-0.036412176
-1.20903635,-0.03650419
-1.212103486,-0.036590066
-1.215783954,-0.036675945
-1.218544245,-0.036755688
-1.221611381,-0.036853835
-1.224064946,-0.03693971
-1.227745533,-0.037025589
-1.23081255,-0.037074663
-1.233879566,-0.037148271
-1.237253428,-0.037283223
-1.240013719,-0.037418172
-1.242774129,-0.037571527
-1.246454597,-0.037688076
-1.249214888,-0.037823025
-1.252282023,-0.037915036
-1.25534904,-0.038007051
-1.258722782,-0.038092926
-1.261789918,-0.03815427
-1.264243484,-0.038191073
-1.267617345,-0.038270816
-1.271297812,-0.038356695
-1.273751378,-0.038534585
-1.277125239,-0.038626596
-1.280192256,-0.038743146
-1.283565998,-0.038841292
-1.286019683,-0.038957838
-1.288780093,-0.038994644
-1.292153835,-0.039178669
-1.295527577,-0.039215472
-1.298287988,-0.039350424
-1.30166173,-0.039497644
-1.304728746,-0.039614189
-1.307795882,-0.039712336
-1.310862899,-0.039724607
-1.313623309,-0.039804351
-1.316997051,-0.039896362
-1.320370793,-0.039988372
-1.32343781,-0.040098786
-1.32619822,-0.040196933
-1.329265237,-0.040307347
-1.332639098,-0.040528174
-1.335399389,-0.040675394
-1.338466525,-0.040785808
-1.341840267,-0.040914625
-1.344907284,-0.040963698
-1.34797442,-0.041031174
-1.351041436,-0.041135453
-1.353801727,-0.041325614
-1.356868863,-0.041362416
-1.360242605,-0.041595515
-1.363616347,-0.041761134
-1.366376758,-0.041889951
-1.368830442,-0.042018767
-1.37251091,-0.042055573
-1.375577927,-0.042147584
-1.378951669,-0.042319342
-1.381712079,-0.042515632
-1.38447237,-0.042668987
-1.387539506,-0.042816207
-1.390606523,-0.042963423
-1.393673658,-0.04312291
-1.3970474,-0.043263998
-1.400114417,-0.04333147
-1.403181553,-0.04350936
-1.406248569,-0.043717921
-1.409315586,-0.043889679
-1.412075996,-0.044055298
-1.415756464,-0.044227052
-1.418516874,-0.044392675
-1.421583891,-0.044576701
-1.424650908,-0.044766858
-1.427718043,-0.044938613
-1.431091785,-0.045104235
-1.434158802,-0.045288257
-1.437225938,-0.045466147
-1.440292954,-0.045644037
-1.442439914,-0.04584033
-1.446120381,-0.046030488
-1.448880792,-0.046220645
-1.452254534,-0.046410803
-1.455628276,-0.046625499
-1.458388686,-0.046840191
-1.462069154,-0.047085557
-1.464829445,-0.047300253
-1.467589855,-0.047514945
-1.470656872,-0.047748044
-1.474030614,-0.047950469
-1.47709775,-0.048183568
-1.479244709,-0.049017806
-1.482311726,-0.05069856
-1.485072136,-0.052446783
-1.488139153,-0.054182742
-1.490899563,-0.055912565
-1.493659854,-0.057660792
-1.49672699,-0.059366081
-1.499487281,-0.061065231
-1.50163424,-0.062758252
-1.505007982,-0.064408332
-1.507461667,-0.066107482
-1.510528684,-0.06775143
-1.513902545,-0.069395378
-1.516662836,-0.071063861
-1.519116521,-0.072750747
-1.52126348,-0.074413091
-1.524943948,-0.076063171
-1.527397633,-0.077713251
-1.529851198,-0.079351068
-1.53322494,-0.081031814
-1.536292076,-0.082669623
-1.538439035,-0.084289037
-1.541506052,-0.085926846
-1.544573188,-0.087583065
-1.547333479,-0.089220874
-1.550400496,-0.090870954
-1.553160906,-0.092465825
-1.555614591,-0.094042301
-1.558374882,-0.09561877
-1.561442018,-0.097176835
-1.564509034,-0.098710366
-1.567576051,-0.100268438
-1.56972301,-0.101851039
-1.572790146,-0.103421375
-1.575550437,-0.104954913
-1.578310847,-0.106500708
-1.580764532,-0.108028106
-1.584138274,-0.109592311
-1.586898565,-0.111150376
-1.589658976,-0.112720713
-1.59211266,-0.114272647
-1.595486403,-0.115787774
-1.598860145,-0.117321312
-1.600700378,-0.118860975
-1.603767395,-0.120388374
-1.607141256,-0.121952578
-1.609901547,-0.123486109
-1.612661958,-0.125056446
-1.615115643,-0.126663581
-1.618182659,-0.128184855
-1.621249676,-0.129712239
-1.623703361,-0.131251916
-1.627077103,-0.132822245
-1.629530787,-0.134380311
-1.63290453,-0.135950655
-1.635358214,-0.137582332
-1.637811899,-0.139232412
-1.640878916,-0.140784338
-1.643332601,-0.142342418
-1.646399617,-0.143912748
-1.649466753,-0.145483091
-1.65253377,-0.147096366
-1.655294061,-0.148685098
-1.657747746,-0.150261566
-1.661121488,-0.151844174
-1.663268447,-0.153445184
-1.666335583,-0.155033916
-1.669095874,-0.156561315
-1.672469616,-0.158137783
-1.670936108,-0.157426223
-1.668175817,-0.155874297
-1.664801955,-0.154395968
-1.662655115,-0.152880847
-1.658974648,-0.151335046
-1.656214237,-0.149813786
-1.653760552,-0.1482189
-1.651306987,-0.14665471
-1.648239851,-0.145115033
-1.645172834,-0.14353244
-1.642412424,-0.141968235
-1.639345407,-0.140434697
-1.636584997,-0.138931841
-1.633824706,-0.1373799
-1.631064296,-0.13585864
-1.628304005,-0.134282172
-1.624930143,-0.132730231
-1.622783303,-0.131184429
-1.619409442,-0.129638642
-1.617262483,-0.128086701
-1.611128449,-0.125050306
-1.608061314,-0.123461567
-1.605301023,-0.12189123
-1.602233887,-0.120302498
-1.599780321,-0.118732162
-1.59640646,-0.117131151
-1.593646169,-0.11553628
-1.590885758,-0.113941409
-1.588432193,-0.112315863
-1.585365057,-0.110714853
-1.582911372,-0.109070912
-1.580151081,-0.107426964
-1.576470613,-0.105721675
-1.574323654,-0.104022525
-1.570949912,-0.102292702
-1.568802953,-0.100538336
-1.565735817,-0.098826915
-1.563282251,-0.097133897
-1.560215116,-0.095545158
-1.557454824,-0.093962558
-1.554387689,-0.092410617
-1.551627398,-0.090717599
-1.548560262,-0.089331292
-1.546720028,-0.088110596
-1.540892601,-0.085712157
-1.539359093,-0.085920714
-1.537212133,-0.084399454
-1.534145117,-0.083025403
-1.5310781,-0.081841521
-1.52831769,-0.080798715
-1.51850307,-0.076817669
-1.516662836,-0.076572306
-1.517276287,-0.07723479
-1.516049385,-0.077155046
-1.512368917,-0.075670585
-1.516356111,-0.077860475
-1.507768393,-0.073781274
-1.50439465,-0.071867429
-1.502861023,-0.071204945
-1.499487281,-0.070021056
-1.496113539,-0.068726756
-1.493659854,-0.068180822
-1.490592837,-0.066383518
-1.487832427,-0.065224171
-1.484458685,-0.063893065
-1.482311726,-0.062568091
-1.479551435,-0.060936417
-1.476177573,-0.059439689
-1.473724008,-0.058010437
-1.470963597,-0.05658732
-1.467896581,-0.055250078
-1.464829445,-0.053931244
-1.462069154,-0.052544929
-1.459308743,-0.051269032
-1.456241727,-0.049894989
-1.453481317,-0.048527077
-1.448574066,-0.045895535
-1.444893599,-0.044496957
-1.441826463,-0.043086108
-1.439066172,-0.041705929
-1.436305761,-0.040215336
-1.433852196,-0.038798351
-1.431091785,-0.03738137
-1.427718043,-0.036019593
-1.424650908,-0.034627147
-1.422197342,-0.033210162
-1.419743657,-0.031787045
-1.416369915,-0.030327123
-1.413302779,-0.028904006
-1.410849214,-0.027407279
-1.408088803,-0.025916686
-1.405021787,-0.024462897
-1.401954651,-0.023027511
-1.39919436,-0.021610528
-1.396127224,-0.020187411
-1.393366933,-0.018696819
-1.390913248,-0.017230762
-1.387846231,-0.015740169
-1.384779096,-0.01429865
-1.382018805,-0.012826459
-1.37956512,-0.011684898
-1.376804709,-0.010231723
-1.374044418,-0.008647279
-1.371284008,-0.007118654
-1.368216991,-0.005586349
-1.365149975,-0.004077968
-1.36269629,-0.002613751
-1.359322548,-0.001167324
-1.356255412,0.000314251
-1.353495121,0.001695227
-1.350427985,0.002010031
-1.347360969,0.004508583
-1.344907284,0.005893056
-1.341840267,0.007389169
-1.339386582,0.008776709
-1.33601284,0.010195532
-1.332945704,0.011646867
-1.329878688,0.01314482
-1.326811671,0.014605356
-1.324357986,0.016018046
-1.321597576,0.017469993
-1.318223834,0.018858759
-1.316076875,0.019745754
-1.313929915,0.021168871
-1.310862899,0.022542916
-1.307182431,0.023935363
-1.305035472,0.025370749
-1.30166173,0.026720256
-1.29890132,0.028100435
-1.296141028,0.029486747
-1.293380618,0.030781047
-1.290620327,0.032210302
-1.285406232,0.034897048
-1.28203249,0.036222018
-1.279272199,0.037528589
-1.276205063,0.038786083
-1.273444772,0.040037446
-1.270684361,0.041276541
-1.267617345,0.0425095
-1.264856935,0.043754727
-1.261789918,0.044926345
-1.258722782,0.046140902
-1.256269217,0.047245044
-1.253202081,0.04836759
-1.250135064,0.049422659
-1.247681379,0.050416388
-1.244000912,0.051324237
-1.241547227,0.052097138
-1.238173485,0.052403845
-1.234799743,0.050833508
-1.231119275,0.048134495
-1.228358865,0.04492021
-1.224064946,0.041908354
-1.220384479,0.039123461
-1.217010736,0.036657542
-1.21394372,0.034369513
-1.209649801,0.032455664
-1.206582785,0.0306645
-1.203822374,0.029008286
-1.199835181,0.027505424
-1.19707489,0.026094576
-1.193394423,0.024904555
-1.189407229,0.02381268
-1.186953545,0.022837354
-1.183579803,0.021849759
-1.179899335,0.021101397
-1.177138925,0.020340765
-1.173458457,0.019666011
-1.170698047,0.019003525
-1.167324305,0.018439185
-1.163950562,0.017997527
-1.16057682,0.017512932
-1.15781641,0.017175555
-1.154749393,0.016795238
-1.151375651,0.016506935
-1.148308516,0.016181827
-1.145548224,0.01590579
-1.141867757,0.015709499
-1.138800621,0.015525475
-1.135426879,0.015402792
-1.13327992,0.015243305
-1.129599452,0.015096086
-1.126839042,0.014955001
-1.1234653,0.014899794
-1.120705009,0.014783246
-1.117024541,0.014795514
